Index,Premise,Original Word,Best Synonym
2110,A woman is wearing a beret and is riding the bicycle on a recreation trail,.,A fair_sex is wearing a beret and is riding the bicycle on a recreation trail 
2111,Five adults are sitting on stone steps,adults,adult
2111,Five adults are sitting on stone steps,.,Five adult are sitting on stone steps 
2112,Five adults are sitting on stone steps,adults,adult
2112,Five adults are sitting on stone steps,.,Five adult are sitting on stone steps 
2113,Five adults are sitting on a chair,adults,adult
2113,Five adults are sitting on a chair,.,Five adult are sitting on a chair 
2114,People are sitting against a wall,People,people
2114,People are sitting against a wall,.,people are sitting against a wall 
2115,A man is rock climbing, stopping and calculating the route,man,human_being
2115,A man is rock climbing, stopping and calculating the route,.,A human_being is rock climbing , stopping and calculating the route 
2116,A woman is rock climbing, pausing and calculating the route,woman,fair_sex
2116,A woman is rock climbing, pausing and calculating the route,.,A fair_sex is rock climbing , pausing and calculating the route 
2117,A man is rock climbing, pausing and calculating the route,man,human_being
2117,A man is rock climbing, pausing and calculating the route,.,A human_being is rock climbing , pausing and calculating the route 
2118,A man is rock climbing, pausing and calculating the route,man,human_being
2118,A man is rock climbing, pausing and calculating the route,.,A human_being is rock climbing , pausing and calculating the route 
2119,A little girl is hitting a ball off a tee,girl,daughter
2119,A little girl is hitting a ball off a tee,.,A little daughter is hitting a ball off a tee 
2120,A little girl is missing a baseball on a tee,girl,daughter
2120,A little girl is missing a baseball on a tee,.,A little daughter is missing a baseball on a tee 
2121,A little girl in a pink shirt is playing t-ball and taking a swing,girl,daughter
2121,A little girl in a pink shirt is playing t-ball and taking a swing,.,A little daughter in a pink shirt is playing t - ball and taking a swing 
2122,A little girl is hitting a baseball off a tee,girl,daughter
2122,A little girl is hitting a baseball off a tee,.,A little daughter is hitting a baseball off a tee 
2123,A group of people is gathering at a stand at the fair,group,grouping
2123,A group of people is gathering at a stand at the fair,.,A grouping of people is gathering at a stand at the fair 
2124,People are grouping at a stand at the fair,People,people
2124,People are grouping at a stand at the fair,.,people are grouping at a stand at the fair 
2125,Rollerbladers are running in formation down a hill,Rollerbladers,rollerblader
2125,Rollerbladers are running in formation down a hill,.,rollerblader are running in formation down a hill 
2126,Rollerbladers are not rolling in formation down a hill,Rollerbladers,rollerblader
2126,Rollerbladers are not rolling in formation down a hill,.,rollerblader are not rolling in formation down a hill 
2127,Rollerbladers are rolling in formation down a hill,Rollerbladers,rollerblader
2127,Rollerbladers are rolling in formation down a hill,.,rollerblader are rolling in formation down a hill 
2128,A woman is marching with a pair of dogs,woman,fair_sex
2128,A woman is marching with a pair of dogs,.,A fair_sex is marching with a pair of dogs 
2129,A woman is walking with a pair of dogs,woman,fair_sex
2129,A woman is walking with a pair of dogs,.,A fair_sex is walking with a pair of dogs 
2130,A woman is standing with a pair of dogs,woman,fair_sex
2130,A woman is standing with a pair of dogs,.,A fair_sex is standing with a pair of dogs 
2131,A skateboarder is making a jump off a ramp,skateboarder,
2131,A skateboarder is making a jump off a ramp,.,A skateboarder is making a jump off a ramp
2132,A man dressed in black is wearing inline skates and performing a trick on a rail,man,human_being
2132,A man dressed in black is wearing inline skates and performing a trick on a rail,.,A human_being dressed in black is wearing inline skates and performing a trick on a rail 
2133,No skateboarder is making a jump off a ramp,skateboarder,
2133,No skateboarder is making a jump off a ramp,.,No skateboarder is making a jump off a ramp
2134,A man dressed in black is wearing inline skates and performing a trick on a rail,man,human_being
2134,A man dressed in black is wearing inline skates and performing a trick on a rail,.,A human_being dressed in black is wearing inline skates and performing a trick on a rail 
2135,Three children are running up a grassy hillside,children,child
2135,Three children are running up a grassy hillside,.,Three child are running up a grassy hillside 
2136,Three children are running down hill,children,child
2136,Three children are running down hill,.,Three child are running down hill 
2137,A white bird with a yellow beak is standing in the green grass,bird,dame
2137,A white bird with a yellow beak is standing in the green grass,.,A white dame with a yellow beak is standing in the green grass 
2138,A black and orange bird is standing on the lawn,bird,dame
2138,A black and orange bird is standing on the lawn,.,A black and orange dame is standing on the lawn 
2139,A man with a shirt is posing with the arms spread next to a woman,man,human_being
2139,A man with a shirt is posing with the arms spread next to a woman,.,A human_being with a shirt is posing with the arms spread next to a woman 
2140,A man without a shirt is posing with the arms spread next to a woman,man,human_being
2140,A man without a shirt is posing with the arms spread next to a woman,.,A human_being without a shirt is posing with the arms spread next to a woman 
2141,Two white dogs are running together,dogs,dog
2141,Two white dogs are running together,.,Two white dog are running together 
2142,A group of people are standing around a sound mixing table,group,grouping
2142,A group of people are standing around a sound mixing table,.,A grouping of people are standing around a sound mixing table 
2143,A young couple is sleeping in bed,couple,pair
2143,A young couple is sleeping in bed,.,A young pair is sleeping in bed 
2144,Three people are walking across a rope and wood bridge over a river,people,mass
2144,Three people are walking across a rope and wood bridge over a river,.,Three mass are walking across a rope and wood bridge over a river 
2145,Three people are walking across a rope and wood bridge over a river,people,mass
2145,Three people are walking across a rope and wood bridge over a river,.,Three mass are walking across a rope and wood bridge over a river 
2146,People are walking across a rope bridge over a rocky stream,People,people
2146,People are walking across a rope bridge over a rocky stream,.,people are walking across a rope bridge over a rocky stream 
2147,Four people are walking on a bridge over a body of water,people,mass
2147,Four people are walking on a bridge over a body of water,.,Four mass are walking on a bridge over a body of water 
2148,Four people are walking on a bridge over a river,people,mass
2148,Four people are walking on a bridge over a river,.,Four mass are walking on a bridge over a river 
2149,Four people are sitting on a bridge over a body of water,people,mass
2149,Four people are sitting on a bridge over a body of water,.,Four mass are sitting on a bridge over a body of water 
2150,A young boy is jumping out of the water,boy,son
2150,A young boy is jumping out of the water,.,A young son is jumping out of the water 
2151,A child is wearing a yellow jacket and is jumping down from a rock,child,kid
2151,A child is wearing a yellow jacket and is jumping down from a rock,.,A kid is wearing a yellow jacket and is jumping down from a rock 
2152,No young child is riding a three wheeled scooter down the sidewalk,child,kid
2152,No young child is riding a three wheeled scooter down the sidewalk,.,No young kid is riding a three wheeled scooter down the sidewalk 
2153,Three men are lying on a hill and looking at the mountains and sky,men,man
2153,Three men are lying on a hill and looking at the mountains and sky,.,Three man are lying on a hill and looking at the mountains and sky 
2154,Three men are lying on a hill and looking at the mountains and sky,men,man
2154,Three men are lying on a hill and looking at the mountains and sky,.,Three man are lying on a hill and looking at the mountains and sky 
2155,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,men,man
2155,Three men are sitting on a mountainside and looking at the view with a pair of binoculars,.,Three man are sitting on a mountainside and looking at the view with a pair of binoculars 
2156,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,hikers,tramper
2156,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,.,Three tramper are standing on a mountainside and looking at the view with a pair of binoculars 
2157,A girl is skipping rope in a park,girl,daughter
2157,A girl is skipping rope in a park,.,A daughter is skipping rope in a park 
2158,A girl is skipping rope on a sidewalk,girl,daughter
2158,A girl is skipping rope on a sidewalk,.,A daughter is skipping rope on a sidewalk 
2159,People are clustered around a bonfire at night,None,None
2160,A white dog is standing in a lake,dog,hound
2160,A white dog is standing in a lake,.,A white hound is standing in a lake 
2161,Two dogs are running through the beach,dogs,dog
2161,Two dogs are running through the beach,.,Two dog are running through the beach 
2162,Two dogs are walking slowly through a park,dogs,dog
2162,Two dogs are walking slowly through a park,.,Two dog are walking slowly through a park 
2163,A girl is speeding down a steep slide,girl,daughter
2163,A girl is speeding down a steep slide,.,A daughter is speeding down a steep slide 
2164,A boy is speeding down a steep slide,boy,son
2164,A boy is speeding down a steep slide,.,A son is speeding down a steep slide 
2165,A man with a white moustache is sitting on a balcony and is looking at the road below,man,human_being
2165,A man with a white moustache is sitting on a balcony and is looking at the road below,.,A human_being with a white moustache is sitting on a balcony and is looking at the road below 
2166,A man with a white moustache is sitting on a balcony and is looking at the road below,man,human_being
2166,A man with a white moustache is sitting on a balcony and is looking at the road below,.,A human_being with a white moustache is sitting on a balcony and is looking at the road below 
2167,A woman is leaning on the ledge of a balcony,woman,fair_sex
2167,A woman is leaning on the ledge of a balcony,.,A fair_sex is leaning on the ledge of a balcony 
2168,A small white dog is running across a lawn,dog,hound
2168,A small white dog is running across a lawn,.,A small white hound is running across a lawn 
2169,A brown and white dog with a brown and black bandanna is running very fast,dog,hound
2169,A brown and white dog with a brown and black bandanna is running very fast,.,A brown and white hound with a brown and black bandanna is running very fast 
2170,A brown and white dog with a brown and black bandanna is running very fast,dog,hound
2170,A brown and white dog with a brown and black bandanna is running very fast,.,A brown and white hound with a brown and black bandanna is running very fast 
2171,A black dog on a leash is walking in the water,dog,hound
2171,A black dog on a leash is walking in the water,.,A black hound on a leash is walking in the water 
2172,A white dog on a leash is walking in the water,dog,hound
2172,A white dog on a leash is walking in the water,.,A white hound on a leash is walking in the water 
2173,A little girl in a green coat and a boy holding a red sled are walking in the snow,girl,daughter
2173,A little girl in a green coat and a boy holding a red sled are walking in the snow,.,A little daughter in a green coat and a boy holding a red sled are walking in the snow 
2174,A little girl in a green coat and a boy holding a red sled are walking in the snow,girl,daughter
2174,A little girl in a green coat and a boy holding a red sled are walking in the snow,.,A little daughter in a green coat and a boy holding a red sled are walking in the snow 
2175,A boy is sitting on the ground,boy,son
2175,A boy is sitting on the ground,.,A son is sitting on the ground 
2176,A boy is sitting in a seat,boy,son
2176,A boy is sitting in a seat,.,A son is sitting in a seat 
2177,A boy is sitting on the ground,boy,son
2177,A boy is sitting on the ground,.,A son is sitting on the ground 
2178,A boy is sitting in a seat,boy,son
2178,A boy is sitting in a seat,.,A son is sitting in a seat 
2179,A dog is catching a black frisbee,dog,hound
2179,A dog is catching a black frisbee,.,A hound is catching a black frisbee 
2180,A large wet yellow dog is retrieving a toy,dog,hound
2180,A large wet yellow dog is retrieving a toy,.,A large wet yellow hound is retrieving a toy 
2181,A large wet yellow dog is retrieving a toy,dog,hound
2181,A large wet yellow dog is retrieving a toy,.,A large wet yellow hound is retrieving a toy 
2182,A man is walking in a city street,man,human_being
2182,A man is walking in a city street,.,A human_being is walking in a city street 
2183,A woman is walking in a city street,woman,fair_sex
2183,A woman is walking in a city street,.,A fair_sex is walking in a city street 
2184,Dirt bikers are riding on a trail,bikers,rockers
2184,Dirt bikers are riding on a trail,.,Dirt rockers are riding on a trail 
2185,Two people are riding motorbikes,people,mass
2185,Two people are riding motorbikes,.,Two mass are riding motorbikes 
2186,A middle eastern woman is standing with her back against a lamp post near to other people,woman,fair_sex
2186,A middle eastern woman is standing with her back against a lamp post near to other people,.,A middle eastern fair_sex is standing with her back against a lamp post near to other people 
2187,A couple is not looking at a map,couple,pair
2187,A couple is not looking at a map,.,A pair is not looking at a map 
2188,A man and a woman are standing in front of an art gallery and are looking at a map,man,human_being
2188,A man and a woman are standing in front of an art gallery and are looking at a map,.,A human_being and a woman are standing in front of an art gallery and are looking at a map 
2189,A man and a woman are standing in front of an art gallery and are looking at a map,man,human_being
2189,A man and a woman are standing in front of an art gallery and are looking at a map,.,A human_being and a woman are standing in front of an art gallery and are looking at a map 
2190,A man and a woman are standing in front of an art gallery and are looking at a signboard ,man,human_being
2190,A man and a woman are standing in front of an art gallery and are looking at a signboard ,.,A human_being and a woman are standing in front of an art gallery and are looking at a signboard 
2191,No little dog is running on the sand,dog,hound
2191,No little dog is running on the sand,.,No little hound is running on the sand 
2192,One girl in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water,girl,daughter
2192,One girl in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water,.,One daughter in orange shorts is standing on a rock cliff over the water and the other girl in black shorts is jumping off into the water 
2193,A boy in blue shirt is looking at his hand near a stack of blocks on table,boy,son
2193,A boy in blue shirt is looking at his hand near a stack of blocks on table,.,A son in blue shirt is looking at his hand near a stack of blocks on table 
2194,The boy in blue shirt is looking at his hand near the stack of blocks on table,boy,son
2194,The boy in blue shirt is looking at his hand near the stack of blocks on table,.,The son in blue shirt is looking at his hand near the stack of blocks on table 
2195,A boy is playing a game with wooden blocks,boy,son
2195,A boy is playing a game with wooden blocks,.,A son is playing a game with wooden blocks 
2196,A boy is playing a game with blocks made of wood,boy,son
2196,A boy is playing a game with blocks made of wood,.,A son is playing a game with blocks made of wood 
2197,A woman in a bikini is pulling a dog on a leash at the beach,woman,fair_sex
2197,A woman in a bikini is pulling a dog on a leash at the beach,.,A fair_sex in a bikini is pulling a dog on a leash at the beach 
2198,A woman in a bikini is pulling a dog on a leash at the beach,woman,fair_sex
2198,A woman in a bikini is pulling a dog on a leash at the beach,.,A fair_sex in a bikini is pulling a dog on a leash at the beach 
2199,A woman in a bikini is pulling a cat on a leash at the beach,woman,fair_sex
2199,A woman in a bikini is pulling a cat on a leash at the beach,.,A fair_sex in a bikini is pulling a cat on a leash at the beach 
2200,A woman is standing at the beach with a dog on a leash,woman,fair_sex
2200,A woman is standing at the beach with a dog on a leash,.,A fair_sex is standing at the beach with a dog on a leash 
2201,A big group of people are standing and two are sitting on the couch,group,grouping
2201,A big group of people are standing and two are sitting on the couch,.,A big grouping of people are standing and two are sitting on the couch 
2202,A group of five young adults are lounging in the room,group,grouping
2202,A group of five young adults are lounging in the room,.,A grouping of five young adults are lounging in the room 
2203,A big group of people are standing and two are sitting on the couch,group,grouping
2203,A big group of people are standing and two are sitting on the couch,.,A big grouping of people are standing and two are sitting on the couch 
2204,A small group of people are standing and two are sitting on the couch,group,grouping
2204,A small group of people are standing and two are sitting on the couch,.,A small grouping of people are standing and two are sitting on the couch 
2205,A dog has its head outside a red and green gift bag,dog,hound
2205,A dog has its head outside a red and green gift bag,.,A hound has its head outside a red and green gift bag 
2206,The red and brown dog is digging its nose inside a holiday gift bag,dog,hound
2206,The red and brown dog is digging its nose inside a holiday gift bag,.,The red and brown hound is digging its nose inside a holiday gift bag 
2207,A dog has its head outside a red and green gift bag,dog,hound
2207,A dog has its head outside a red and green gift bag,.,A hound has its head outside a red and green gift bag 
2208,The rider is biking in the rain and wearing a red jacket,rider,passenger
2208,The rider is biking in the rain and wearing a red jacket,.,The passenger is biking in the rain and wearing a red jacket 
2209,The rider is biking in the snow and wearing a red jacket,rider,passenger
2209,The rider is biking in the snow and wearing a red jacket,.,The passenger is biking in the snow and wearing a red jacket 
2210,The rider is biking in the rain and wearing a red jacket,rider,passenger
2210,The rider is biking in the rain and wearing a red jacket,.,The passenger is biking in the rain and wearing a red jacket 
2211,A cyclist is biking in a snowy forest at night,cyclist,wheeler
2211,A cyclist is biking in a snowy forest at night,.,A wheeler is biking in a snowy forest at night 
2212,A young girl in a bikini is jumping on the beach,girl,daughter
2212,A young girl in a bikini is jumping on the beach,.,A young daughter in a bikini is jumping on the beach 
2213,A young girl in swimming suite is jumping on the beach,girl,daughter
2213,A young girl in swimming suite is jumping on the beach,.,A young daughter in swimming suite is jumping on the beach 
2214,A young girl in a bikini is jumping on the beach,girl,daughter
2214,A young girl in a bikini is jumping on the beach,.,A young daughter in a bikini is jumping on the beach 
2215,A little kid is wearing a hat and is walking in the dry sand,kid,child
2215,A little kid is wearing a hat and is walking in the dry sand,.,A little child is wearing a hat and is walking in the dry sand 
2216,A little kid is wearing a hat and is walking in the wet sand,kid,child
2216,A little kid is wearing a hat and is walking in the wet sand,.,A little child is wearing a hat and is walking in the wet sand 
2217,A boy is wearing a white hat and is walking on the beach,boy,son
2217,A boy is wearing a white hat and is walking on the beach,.,A son is wearing a white hat and is walking on the beach 
2218,A boy is wearing a hat and is walking in the wet sand,boy,son
2218,A boy is wearing a hat and is walking in the wet sand,.,A son is wearing a hat and is walking in the wet sand 
2219,A boy is wearing a white hat and is running on the beach,boy,son
2219,A boy is wearing a white hat and is running on the beach,.,A son is wearing a white hat and is running on the beach 
2220,A man in a white hat is touching a cardboard box,man,human_being
2220,A man in a white hat is touching a cardboard box,.,A human_being in a white hat is touching a cardboard box 
2221,A man in a white hat is touching a cardboard box,man,human_being
2221,A man in a white hat is touching a cardboard box,.,A human_being in a white hat is touching a cardboard box 
2222,A young girl with a heart tank top is raising her hands as she is playing on a slide,girl,daughter
2222,A young girl with a heart tank top is raising her hands as she is playing on a slide,.,A young daughter with a heart tank top is raising her hands as she is playing on a slide 
2223,A young girl with a heart tank top is raising her hands as she is sliding,girl,daughter
2223,A young girl with a heart tank top is raising her hands as she is sliding,.,A young daughter with a heart tank top is raising her hands as she is sliding 
2224,A blond child is going down a slide and throwing up his arms,child,kid
2224,A blond child is going down a slide and throwing up his arms,.,A blond kid is going down a slide and throwing up his arms 
2225,Two dogs are playing on the beach,dogs,dog
2225,Two dogs are playing on the beach,.,Two dog are playing on the beach 
2226,A brown dog is running after a black dog on a rocky shore,dog,hound
2226,A brown dog is running after a black dog on a rocky shore,.,A brown hound is running after a black dog on a rocky shore 
2227,A black animal is approaching a golden dog on pebbly beach,animal,creature
2227,A black animal is approaching a golden dog on pebbly beach,.,A black creature is approaching a golden dog on pebbly beach 
2228,Two dogs are playing on a beach made of rocks,dogs,dog
2228,Two dogs are playing on a beach made of rocks,.,Two dog are playing on a beach made of rocks 
2229,A black dog is approaching a golden dog on pebbly beach,dog,hound
2229,A black dog is approaching a golden dog on pebbly beach,.,A black hound is approaching a golden dog on pebbly beach 
2230,Two dogs are playing on a rocky beach,dogs,dog
2230,Two dogs are playing on a rocky beach,.,Two dog are playing on a rocky beach 
2231,A large black dog is jumping in the air over a snowy area,dog,hound
2231,A large black dog is jumping in the air over a snowy area,.,A large black hound is jumping in the air over a snowy area 
2232,A large white dog is jumping in the air over a snowy area,dog,hound
2232,A large white dog is jumping in the air over a snowy area,.,A large white hound is jumping in the air over a snowy area 
2233,Two young boys are wearing hats and sticking their colored tongues out,boys,boy
2233,Two young boys are wearing hats and sticking their colored tongues out,.,Two young boy are wearing hats and sticking their colored tongues out 
2234,A pair of kids are sticking out blue and green colored tongues,pair,couple
2234,A pair of kids are sticking out blue and green colored tongues,.,A couple of kids are sticking out blue and green colored tongues 
2235,Two young boys are wearing hats and sticking their colored tongues out,boys,boy
2235,Two young boys are wearing hats and sticking their colored tongues out,.,Two young boy are wearing hats and sticking their colored tongues out 
2236,A white dog is standing on a grassy hillside,dog,hound
2236,A white dog is standing on a grassy hillside,.,A white hound is standing on a grassy hillside 
2237,Two children are rolling in clean water,children,child
2237,Two children are rolling in clean water,.,Two child are rolling in clean water 
2238,Two children are rolling in muddy water,children,child
2238,Two children are rolling in muddy water,.,Two child are rolling in muddy water 
2239,Two children are rolling in dirty water,children,child
2239,Two children are rolling in dirty water,.,Two child are rolling in dirty water 
2240,Two children are rolling in clean water,children,child
2240,Two children are rolling in clean water,.,Two child are rolling in clean water 
2241,Two children are rolling in muddy water,children,child
2241,Two children are rolling in muddy water,.,Two child are rolling in muddy water 
2242,A black and brown cat is eyeing a fly,cat,guy
2242,A black and brown cat is eyeing a fly,.,A black and brown guy is eyeing a fly 
2243,A brown and black dog is looking upwards,dog,hound
2243,A brown and black dog is looking upwards,.,A brown and black hound is looking upwards 
2244,A brown and black dog is pointing the nose upwards,dog,hound
2244,A brown and black dog is pointing the nose upwards,.,A brown and black hound is pointing the nose upwards 
2245,A large man is sitting in a military accessories store,man,human_being
2245,A large man is sitting in a military accessories store,.,A large human_being is sitting in a military accessories store 
2246,There is no veteran showing things from a war to some people,None,None
2247,A dog with a blue collar is playing with the ball in the garden,dog,hound
2247,A dog with a blue collar is playing with the ball in the garden,.,A hound with a blue collar is playing with the ball in the garden 
2248,A dog with a blue collar is not playing with the ball outside,dog,hound
2248,A dog with a blue collar is not playing with the ball outside,.,A hound with a blue collar is not playing with the ball outside 
2249,A grey dog is bouncing a tennis ball on its head in a grass field,dog,hound
2249,A grey dog is bouncing a tennis ball on its head in a grass field,.,A grey hound is bouncing a tennis ball on its head in a grass field 
2250,A young black child is standing on the edge of a body of water near some buckets,child,kid
2250,A young black child is standing on the edge of a body of water near some buckets,.,A young black kid is standing on the edge of a body of water near some buckets 
2251,A boy next to some buckets of rags is holding an object,boy,son
2251,A boy next to some buckets of rags is holding an object,.,A son next to some buckets of rags is holding an object 
2252,A boy next to some buckets of rags is holding an object,boy,son
2252,A boy next to some buckets of rags is holding an object,.,A son next to some buckets of rags is holding an object 
2253,There are no little boys playing outside with a soccer ball on the green grass,None,None
2254,A woman is wearing a colorful shirt and a lot of jewelry,woman,fair_sex
2254,A woman is wearing a colorful shirt and a lot of jewelry,.,A fair_sex is wearing a colorful shirt and a lot of jewelry 
2255,A girl with Indian clothing and henna on her hand is going through paperwork,girl,daughter
2255,A girl with Indian clothing and henna on her hand is going through paperwork,.,A daughter with Indian clothing and henna on her hand is going through paperwork 
2256,A woman is wearing a colorful shirt and a lot of jewelry,woman,fair_sex
2256,A woman is wearing a colorful shirt and a lot of jewelry,.,A fair_sex is wearing a colorful shirt and a lot of jewelry 
2257,A man in a black jersey is standing in a gym,man,human_being
2257,A man in a black jersey is standing in a gym,.,A human_being in a black jersey is standing in a gym 
2258,A man is standing in the middle of a gym and is wearing a jersey,man,human_being
2258,A man is standing in the middle of a gym and is wearing a jersey,.,A human_being is standing in the middle of a gym and is wearing a jersey 
2259,There is no man standing in the middle of a gym and is wearing a jersey,None,None
2260,A lady is wearing a black dress and is carrying a white cross,lady,ma'am
2260,A lady is wearing a black dress and is carrying a white cross,.,A ma'am is wearing a black dress and is carrying a white cross 
2261,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,woman,fair_sex
2261,A woman in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench,.,A fair_sex in a black dress is pulling a cart and is standing in front of two men who are seated on a park bench 
2262,A lady is wearing a black dress and is carrying a white cross,lady,ma'am
2262,A lady is wearing a black dress and is carrying a white cross,.,A ma'am is wearing a black dress and is carrying a white cross 
2263,A boy is standing next to the opening of a fountain,boy,son
2263,A boy is standing next to the opening of a fountain,.,A son is standing next to the opening of a fountain 
2264,A boy in a swimsuit is sitting on top of a circular fountain,boy,son
2264,A boy in a swimsuit is sitting on top of a circular fountain,.,A son in a swimsuit is sitting on top of a circular fountain 
2265,A brown and white cat is jumping on the sidewalk,cat,guy
2265,A brown and white cat is jumping on the sidewalk,.,A brown and white guy is jumping on the sidewalk 
2266,A brown and white dog is jumping on the sidewalk,dog,hound
2266,A brown and white dog is jumping on the sidewalk,.,A brown and white hound is jumping on the sidewalk 
2267,A brown and white animal is jumping on the sidewalk,animal,creature
2267,A brown and white animal is jumping on the sidewalk,.,A brown and white creature is jumping on the sidewalk 
2268,A yellow cat is chasing a ball,cat,guy
2268,A yellow cat is chasing a ball,.,A yellow guy is chasing a ball 
2269,There is no dog turning on the grass and pursuing a flying ball,None,None
2270,A yellow dog is chasing a ball,dog,hound
2270,A yellow dog is chasing a ball,.,A yellow hound is chasing a ball 
2271,A man in blue jeans is standing in front of a group of children beside a stone built house,man,human_being
2271,A man in blue jeans is standing in front of a group of children beside a stone built house,.,A human_being in blue jeans is standing in front of a group of children beside a stone built house 
2272,A girl in a strange outfit is riding the bike,girl,daughter
2272,A girl in a strange outfit is riding the bike,.,A daughter in a strange outfit is riding the bike 
2273,The bike is being ridden by a girl in a strange outfit,None,None
2274,A man with no shirt is jumping over a log,man,human_being
2274,A man with no shirt is jumping over a log,.,A human_being with no shirt is jumping over a log 
2275,A girl in a band is playing the flute,girl,daughter
2275,A girl in a band is playing the flute,.,A daughter in a band is playing the flute 
2276,A boy in a band is playing the flute,boy,son
2276,A boy in a band is playing the flute,.,A son in a band is playing the flute 
2277,A man is standing at the wheel of a classic American car that has its door and trunk open,man,human_being
2277,A man is standing at the wheel of a classic American car that has its door and trunk open,.,A human_being is standing at the wheel of a classic American car that has its door and trunk open 
2278,The man in blue is posing for a picture next to a car,man,human_being
2278,The man in blue is posing for a picture next to a car,.,The human_being in blue is posing for a picture next to a car 
2279,A man is sitting near a flower bed and is overlooking a tunnel,man,human_being
2279,A man is sitting near a flower bed and is overlooking a tunnel,.,A human_being is sitting near a flower bed and is overlooking a tunnel 
2280,A woman is sitting near a flower bed and is overlooking a tunnel,woman,fair_sex
2280,A woman is sitting near a flower bed and is overlooking a tunnel,.,A fair_sex is sitting near a flower bed and is overlooking a tunnel 
2281,A woman is sitting near a flower bed and is overlooking a tunnel,woman,fair_sex
2281,A woman is sitting near a flower bed and is overlooking a tunnel,.,A fair_sex is sitting near a flower bed and is overlooking a tunnel 
2282,A man by a brick wall is wearing a mask around his mouth and a hair net,man,human_being
2282,A man by a brick wall is wearing a mask around his mouth and a hair net,.,A human_being by a brick wall is wearing a mask around his mouth and a hair net 
2283,A man is wearing a clear plastic cap and a mask,man,human_being
2283,A man is wearing a clear plastic cap and a mask,.,A human_being is wearing a clear plastic cap and a mask 
2284,A man by a brick wall is wearing a mask around his mouth and a hair net,man,human_being
2284,A man by a brick wall is wearing a mask around his mouth and a hair net,.,A human_being by a brick wall is wearing a mask around his mouth and a hair net 
2285,Two dogs are in a kennel on their hind legs and are facing one another,dogs,dog
2285,Two dogs are in a kennel on their hind legs and are facing one another,.,Two dog are in a kennel on their hind legs and are facing one another 
2286,A black dog and a yellow dog are playing with each other,dog,hound
2286,A black dog and a yellow dog are playing with each other,.,A black hound and a yellow dog are playing with each other 
2287,A black dog and a yellow dog are playing with each other,dog,hound
2287,A black dog and a yellow dog are playing with each other,.,A black hound and a yellow dog are playing with each other 
2288,Two dogs and two people are walking in a wood,dogs,dog
2288,Two dogs and two people are walking in a wood,.,Two dog and two people are walking in a wood 
2289,Two women with dogs are walking on a forest path,women,woman
2289,Two women with dogs are walking on a forest path,.,Two woman with dogs are walking on a forest path 
2290,A man is snowboarding down a railing in the snow,man,human_being
2290,A man is snowboarding down a railing in the snow,.,A human_being is snowboarding down a railing in the snow 
2291,A woman is skiing down a hill and over a red obstacle,woman,fair_sex
2291,A woman is skiing down a hill and over a red obstacle,.,A fair_sex is skiing down a hill and over a red obstacle 
2292,Two construction workers are sitting up on the side of a building,workers,worker
2292,Two construction workers are sitting up on the side of a building,.,Two construction worker are sitting up on the side of a building 
2293,Two construction workers are sitting up on the top of a building,workers,worker
2293,Two construction workers are sitting up on the top of a building,.,Two construction worker are sitting up on the top of a building 
2294,Two men are not taking a break from construction,men,man
2294,Two men are not taking a break from construction,.,Two man are not taking a break from construction 
2295,Two men are taking a break from construction,men,man
2295,Two men are taking a break from construction,.,Two man are taking a break from construction 
2296,The skateboarder is jumping in the air,skateboarder,
2296,The skateboarder is jumping in the air,.,The skateboarder is jumping in the air
2297,A man in a red shirt is doing a trick with a skateboard,man,human_being
2297,A man in a red shirt is doing a trick with a skateboard,.,A human_being in a red shirt is doing a trick with a skateboard 
2298,A skateboarder is jumping in the air,skateboarder,
2298,A skateboarder is jumping in the air,.,A skateboarder is jumping in the air
2299,A skateboarder is jumping in the air,skateboarder,
2299,A skateboarder is jumping in the air,.,A skateboarder is jumping in the air
2300,A person is not doing a trick on a slide,person,individual
2300,A person is not doing a trick on a slide,.,A individual is not doing a trick on a slide 
2301,A person is not doing a trick on a slide,person,individual
2301,A person is not doing a trick on a slide,.,A individual is not doing a trick on a slide 
2302,Two men and a girl in behind of a wood panel wall are posing with funny faces,men,man
2302,Two men and a girl in behind of a wood panel wall are posing with funny faces,.,Two man and a girl in behind of a wood panel wall are posing with funny faces 
2303,Three friends are making faces for a photo,friends,friend
2303,Three friends are making faces for a photo,.,Three friend are making faces for a photo 
2304,Two men and a girl in front of a wood panel wall are posing with funny faces,men,man
2304,Two men and a girl in front of a wood panel wall are posing with funny faces,.,Two man and a girl in front of a wood panel wall are posing with funny faces 
2305,Two men and a girl in front of a wood panel wall are posing with funny faces,men,man
2305,Two men and a girl in front of a wood panel wall are posing with funny faces,.,Two man and a girl in front of a wood panel wall are posing with funny faces 
2306,Three friends are making faces for the camera,friends,friend
2306,Three friends are making faces for the camera,.,Three friend are making faces for the camera 
2307,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,people,mass
